,name,header,image,bio
2071,Raoul Dufy,Raoul Dufy,"/wiki/File:Raoul_Dufy,_portrait_photograph.jpg","['Raoul Dufy (French:\xa0[ʁa.ul dy.fi]; 3 June 1877 – 23 March 1953) was a French Fauvist painter, brother of Jean Dufy. He developed a colorful, decorative style that became fashionable for designs of ceramics and textiles, as well as decorative schemes for public buildings. He is noted for scenes of open-air social events. He was also a draftsman, printmaker, book illustrator, scenic designer, a designer of furniture, and a planner of public spaces.\n']"
2072,James Ensor,James Ensor,/wiki/File:Henry_De_Groux.James_Ensor.JPG,"['James Sidney Edouard, Baron Ensor (13 April 1860\xa0– 19 November 1949)[1] was a Belgian painter and printmaker, an important influence on expressionism and surrealism who lived in Ostend for almost his entire life. He was associated with the artistic group Les XX.\n']"
2073,Moïse Kisling,Moïse Kisling,/wiki/File:Mo%C3%AFse_Kisling.jpg,"['Moïse Kisling, born Mojżesz Kisling (January 22, 1891 – April 29, 1953), was a Polish-born French painter.[1] He moved to Paris in 1910 at the age of 19, and became a French citizen in 1915, after serving and being wounded with the French Foreign Legion in World War I. He emigrated to the United States in 1940, after the fall of France, and returned there in 1946.\n']"
2074,Pierre Laprade,Pierre Laprade,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2075,John Graham,John Graham,/wiki/File:Disambig_gray.svg,['John or Johnny Graham may refer to:\n']
2076,Alan Reynolds,Alan Reynolds,/wiki/File:Disambig_gray.svg,['Alan Reynolds may refer to:\n']
2077,Jean Xceron,Jean Xceron,/wiki/File:Jean_Xceron_WPA.jpg,"['Jean Xceron (1890–1967) was an American abstract painter of Greek origin.  He immigrated to the United States in 1904[1] and studied at the Corcoran School of Art. He worked at the Guggenheim Museum as a security guard for 28 years from 1939 to his death.[2] He is described as a ""pioneer of non-objective painting"" by the Smithsonian Archives of American Art.[1] His works are in the collections of the Smithsonian American Art Museum[3] and the Hirshhorn Museum and Sculpture Garden.[4]\n']"
2078,Stefan Hirsch,Stefan Hirsch,/wiki/File:Stefan_Hirsch_(passport_photo).jpg,"['Stefan Hirsch (January 2, 1899 – September 28, 1964) was an American artist. Many of his paintings have the hard edges, smooth surfaces, and simplified forms of the precisionists and their typical subjects—cityscapes and industrial scenes—are sometimes also his, but in general his works have an emotional element and, as one critic as said, ""take on an otherworldly tone"" that sets them apart.[1] In addition to work showing a personal version of precisionism, he produced paintings, drawings, and prints in the social realist, Mexican muralist, and surrealist styles as well as still lifes, portraits, and landscapes that defy easy classification. His work achieved critical recognition from 1919 onward, has been widely collected, and is today found in many American museums including the Phillips Collection, the Whitney Museum of American Art, the Metropolitan Museum of Art, and the Corcoran Gallery.[2][3][4]\n']"
2079,Robert Goodnough,Robert Goodnough,unfound,"['Robert Goodnough (October 23, 1917 – October 2, 2010) was an American abstract expressionist painter. A veteran of World War II, Goodnough was one of the last of the original generation of the New York School; (although he has been referred to as a member of the ""second generation"" of Abstract Expressionists), even though he began exhibiting his work in galleries in New York City in the early 1950s. Robert Goodnough was among the 24 artists from the total of 256 participants who were included in the famous 9th Street Art Exhibition, (1951) and in all the following New York Painting and Sculpture Annuals from 1953 to 1957.[1] These Annuals were important because the participants were chosen by the artists themselves. Early in his career starting in 1950 he showed his paintings at the Wittenborn Gallery, NYC. He had shown at the Tibor de Nagy Gallery in New York City from 1952 to 1970  and again from 1984 to 1986. In 1960 and 1961 he had solo exhibitions at The Art Institute of Chicago. A veteran of scores of solo exhibitions and hundreds of group exhibitions in the United States and abroad, Goodnough also had solo exhibitions in 1969 at the Whitney Museum of American Art in NYC and the Albright-Knox Art Gallery in Buffalo. A major work by Goodnough is included in The Governor Nelson A. Rockefeller Empire State Plaza Art Collection in Albany, NY.[2] In later years his paintings were also associated with the Color Field movement.[3]\n']"
2080,Rollin Crampton,Rollin Crampton,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2081,Vanessa Stephen Bell,Vanessa Stephen Bell,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2082,Francis Bacon,Francis Bacon,/wiki/File:Somer_Francis_Bacon.jpg,"['Francis Bacon, 1st Viscount St Alban,[a] PC QC (/ˈbeɪkən/;[5] 22 January 1561\xa0– 9 April 1626) was an English philosopher and statesman who served as Attorney General and as Lord Chancellor of England. His works are credited with developing the scientific method and remained influential through the scientific revolution. \n']"
2083,Victor Brauner,Victor Brauner,/wiki/File:Victor_Brauner_2018_stampsheet_of_Romania.jpg,"['Victor Brauner (Romanian:\xa0[ˈviktor ˈbrawner], also spelled Viktor Brauner; 15 June 1903 – 12 March 1966) was a Romanian sculptor and painter of surrealistic images.\n']"
2084,Max Ernst,Max Ernst,/wiki/File:Question_book-new.svg,"['Max Ernst (2 April 1891 – 1 April 1976) was a German (naturalised American in 1948 and French in 1958) painter, sculptor, graphic artist, and poet. A prolific artist, Ernst was a primary pioneer of the Dada movement and surrealism. He had no formal artistic training, but his experimental attitude toward the making of art resulted in his invention of frottage—a technique that uses pencil rubbings of objects as a source of images—and grattage, an analogous technique in which paint is scraped across canvas to reveal the imprints of the objects placed beneath. He is also noted for his novels consisting of collages.\n']"
2085,Alberto Giacometti,Alberto Giacometti,"/wiki/File:Paolo_Monti_-_Servizio_fotografico_(Venezia,_1962)_-_BEIC_6328562.jpg","['Alberto Giacometti (UK: /ˌdʒækəˈmɛti/,[1] US: /ˌdʒɑːk-/,[2][3][4] Italian:\xa0[alˈbɛrto dʒakoˈmetti]; 10 October 1901 – 11 January 1966) was a Swiss sculptor, painter, draftsman and printmaker.  Beginning in 1922, he lived and worked mainly in Paris but regularly visited his hometown Borgonovo to see his family and work on his art.\n']"
2086,Ellen Gallagher,Ellen Gallagher,/wiki/File:Bird_in_Hand_by_Ellen_Gallagher.jpg,"['Ellen Gallagher (born December 16, 1965)[2] is an American artist. Her work has been shown in numerous solo and group exhibitions and is held in the permanent collections of many major museums. Her media include painting, works on paper, film and video. Some of her pieces refer to issues of race, and may combine formality with racial stereotypes and depict ""ordering principles"" society imposes.\n']"
2087,Laura Owens,Laura Owens,"/wiki/File:Laura_Owens,_Untitled,_2013_1_15_18_-whitneymuseum_(26537799948).jpg","['Laura Owens (born 1970) is an American painter, gallery owner and educator. She emerged in the late 1990s from the Los Angeles art scene. She is known for large-scale paintings that combine a variety of art historical references and painterly techniques.\n']"
2088,Wyndham Lewis,Wyndham Lewis,/wiki/File:Wyndham_Lewis_photo_by_George_Charles_Beresford_1913.jpg,"['Percy Wyndham Lewis (18 November 1882 – 7 March 1957) was an English writer, painter and critic (he dropped the name ""Percy"", which he disliked). He was a co-founder of the Vorticist movement in art, and edited the literary magazine of the Vorticists, BLAST.[1] His novels include his pre-World War I-era novel Tarr (set in Paris), and The Human Age, a trilogy comprising The Childermass (1928), Monstre Gai and Malign Fiesta (both 1955), set in the afterworld. A fourth volume of The Human Age, The Trial of Man, was begun by Lewis but left in a fragmentary state at the time of his death. He also wrote two autobiographical volumes, Blasting and Bombardiering (1937) and Rude Assignment: A Narrative of my Career Up-to-Date (1950).\n']"
2089,Paul Feeley,Paul Feeley,/wiki/File:Feeley_Installation.jpg,"['Paul Feeley (July 27, 1910 − June 10, 1966) was an artist and director of the Art Department at Bennington College during the 1950s and early 1960s.\n']"
2090,Earl Kerkam,Earl Kerkam,unfound,"['Earl Cavis Kerkam, (1891– 1965) according to Willem de Kooning, Philip Guston, Mark Rothko, George Spaventa and Esteban Vicente  “was one of the finest painters to come out of America.”[1] Gerald Norland wrote at the Earl Kerkam Memorial Exhibition in 1966:[2]\n']"
2091,Alfred Leslie,Alfred Leslie,unfound,"['Alfred Leslie  (born October 29, 1927) is an American artist and filmmaker. He first achieved success as an Abstract Expressionist painter, but changed course in the early 1960s and became a painter of realistic figurative paintings.\n']"
2092,Robert De Niro,Robert De Niro,/wiki/File:Robert_De_Niro_Cannes_2016.jpg,"['Robert Anthony De Niro Jr. (/də ˈnɪəroʊ/, Italian:\xa0[de ˈniːro]; born August 17, 1943) is an American-Italian[1][2] actor, producer, and director. He is a recipient of numerous accolades, including two Academy Awards, a Golden Globe Award, the Cecil B. DeMille Award, the Golden Lion, the AFI Life Achievement Award, Presidential Medal of Freedom, and has been nominated for six BAFTA Awards, four Primetime Emmy Awards and four Screen Actors Guild Awards.\n']"
2093,Julian Stanczak,Julian Stanczak,/wiki/File:Hungary_pecs_-_vasarely0.jpg,"['Julian Stanczak (November 5, 1928 – March 25, 2017) was a Polish-born American painter and printmaker. The artist lived and worked in Seven Hills, Ohio with his wife, the sculptor Barbara Stanczak.\n']"
2094,Stephen Mangan,Stephen Mangan,/wiki/File:Stephen_Mangan.jpg,"[""Stephen James Mangan (born 16 May 1968)[1] is an English actor.  He has played Guy Secretan in Green Wing, Dan Moody in I'm Alan Partridge, Sean Lincoln in Episodes, Postman Pat in Postman Pat: The Movie, and Andrew in Bliss (2018).\n""]"
2095,Ian Phillips,Ian Phillips,unfound,"['Ian Alexander Phillips (born 23 April 1959) is a Scottish former professional footballer who played as a fullback in The Football League for Mansfield, Peterborough, Northampton, Colchester in two spells and Aldershot. He left Colchester after his second spell to become player-manager of Halstead Town.[1] In 1999, he was approached by Clacton Town to take over as their Manager, but he declined.[2]\n']"
2096,Edgar Levy,Edgar Levy,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2097,Maurice Denis,Maurice Denis,/wiki/File:MauriceDenis-AutoportraitDevantLePrieure.JPG,"[""Maurice Denis (French:\xa0[dəni]; 25 November 1870 – 13 November  1943)[1] was a French painter, decorative artist and writer, who was an important figure in the transitional period between impressionism and modern art.  [2] He was associated with  Les Nabis then the  Symbolist movement, and then with a return to neo-classicism.[3] His theories contributed to the foundations of cubism, fauvism, and abstract art. Following the First World War, he founded the Ateliers d'Art Sacré (Workshops of Sacred Art), decorated the interiors of churches, and worked for a revival of religious art.\n""]"
2098,Alice Dalton Brown,Alice Dalton Brown,unfound,"[""Alice Dalton Brown (born 1939, Danville, Pennsylvania) is an American realist painter who grew up in Ithaca, New York. Dalton Brown began her studies in France at the Académie Julian in Paris and at the L'Université de Grenoble. She entered Cornell University as an English major and later transferred to Oberlin College, where she received her BA in studio art in 1962. While at Oberlin, she studied art history with Wolfgang Stechow. From 1970 to 2005, she lived and worked in New York City. Dalton Brown currently lives in the Hudson Valley and in King Ferry, New York.\n""]"
2099,Wilhelm Moser,Wilhelm Moser,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2100,Matthew Weinstein,Matthew Weinstein,unfound,[]
2101,Robert Cottingham,Robert Cottingham,/wiki/File:NormanRockwell.jpeg,"['Robert Cottingham (born 1935 in Brooklyn, New York) is an American artist known for his paintings and prints of urban American landscapes depicting building facades, neon signs, movie marquees and shop fronts.[1]\n']"
2102,Robert Ryman,Robert Ryman,unfound,"['Robert Ryman (May 30, 1930\xa0– February 8, 2019) was an American painter identified with the movements of monochrome painting, minimalism, and conceptual art.[1] He was best known for abstract, white-on-white paintings.[2] He lived and worked in New York City.\n']"
2103,Scott Fraser,Scott Fraser,/wiki/File:Disambig_gray.svg,['Scott Fraser may refer to:\n']
2104,Bernard Childs,Bernard Childs,"/wiki/File:Bernard_Childs,_The_Critic_(Portrait_of_Pierre_Restany),_1959,_Oil_on_canvas.jpg","[""Bernard Childs (1910-1985) was an artist who worked in Paris and New York. He was primarily a painter and printmaker, and pioneered the direct engraving of metal plates with power tools.  As a kind of counterpoint to his many layered work, which is often symbolic and a fusion of abstraction and figuration, in 1959 he also started painting portraits. Childs' formal interests were line and space, light and color, and the dialogue of contrasting elements.\n""]"
2105,Tremain Smith,Tremain Smith,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2106,Martin Kline,Martin Kline,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2107,Mari-Louise Van Esselstyn,Mari-Louise Van Esselstyn,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2108,John Gibson,John Gibson,/wiki/File:Disambig_gray.svg,['John Gibson may refer to:\n']
2109,Julian Hatton,Julian Hatton,/wiki/File:Julian_Hatton.jpg,"['Julian Burroughs Hatton III is an American landscape abstract artist from New York City[8] whose paintings have appeared in galleries in the United States and France. The New York Times described his painting style as ""vibrant, playful, semi-abstract landscapes""[9] while New York Sun art critic John Goodrich compared him to French painter Bonnard.[10] Hatton\'s abstract landscapes have been compared to paintings by Arthur Dove and Georgia O\'Keeffe because of his ""unbridled love of pure, hot color"" similar to Gauguin and the Fauves, according to critic Ann Landi of ARTnews.[11] Hatton\'s vision is of ""a nature that you can literally eat with your eyes, eye candy transposed onto the entire world,"" according to critic Joel Silverstein.[12] Hatton lives and works in New York City.\n']"
2110,Louis Süe,Louis Süe,/wiki/File:Louis_S%C3%BCe_in_1937.png,"['Louis Süe (14 July 1875 – 7 August 1968) was a French painter, architect, designer and decorator. He and André Mare co-founded the Compagnie des arts français, which produced Art Deco furniture and interior decorations for wealthy customers. He also designed buildings and interiors, including the interiors of two passenger liners.\n']"
2111,Ralph Fasanella,Ralph Fasanella,unfound,"['Ralph Fasanella (September 2, 1914 – December 16, 1997) was a self-taught painter whose large, detailed works depicted urban working life and critiqued post-World War II America.\n']"
2112,Anne Peretz,Anne Peretz,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2113,Hans Moller,Hans Møller,/wiki/File:Flag_of_Norway.svg,"['Hans Møller (1830–1911) was a Norwegian politician, consul and businessperson.[1]\n']"
2114,Vincent D. Smith,Vincent D. Smith,unfound,"['Vincent Dacosta Smith (December 12, 1929 – December 27, 2003) was an African-American artist, teacher, painter and printmaker. He was known for his vivid and colorful depictions of black life.\n', 'Solo Shows:\n']"
2115,Ellen Phelan,Ellen Phelan,unfound,"['Ellen Phelan (born 1943) is an American artist known especially as a painter of formalist abstractions, psychologically charged scenes enacted by dolls, and landscapes.\n']"
2116,Jim Torok,Jim Torok,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2117,Leonora Carrington,Leonora Carrington,/wiki/File:Leonora_Carrington.jpg,"[""Leonora Carrington OBE (6 April 1917\xa0– 25 May 2011[1]) was a British-born Mexican artist, surrealist painter, and novelist. She lived most of her adult life in Mexico City and was one of the last surviving participants in the Surrealist movement of the 1930s.[2] Carrington was also a founding member of the Women's Liberation Movement in Mexico during the 1970s.[3]\n""]"
2118,René Magritte,René Magritte,/wiki/File:Wolleh_magritte.jpg,"[""René François Ghislain Magritte (French:\xa0[ʁəne fʁɑ̃swa ɡilɛ̃ maɡʁit]; 21 November 1898 – 15 August 1967) was a Belgian Surrealist artist. He became well known for creating a number of witty and thought-provoking images. Often depicting ordinary objects in an unusual context, his work is known for challenging observers' preconditioned perceptions of reality. His imagery has influenced pop art, minimalist art and conceptual art.\n""]"
2119,Jean-Paul Riopelle,Jean-Paul Riopelle,/wiki/File:Jean-Paul_Riopelle.jpg,"['Jean-Paul Riopelle, CC GOQ (7 October 1923 – 12 March 2002) was a painter and sculptor from Quebec, Canada. He became the first Canadian painter (since James Wilson Morrice) to attain widespread international recognition.[1]\n']"
2120,Karel Nel,Karel Nel,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2121,William Scott,William Scott,/wiki/File:Disambig_gray.svg,['William Scott may refer to:\n']
2122,Eric Fischl,Eric Fischl,/wiki/File:Eric_Fischl.jpg,"['Eric Fischl (born March 9, 1948) is an American painter, sculptor, printmaker, draughtsman and educator.[1] He is known for his paintings depicting American suburbia from the 1970s and 1980s.[2][3]\n']"
2123,Tom Levine,Tom Levine,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2124,Jacob Lawrence,Jacob Lawrence,/wiki/File:Portrait_of_Jacob_Lawrence_LCCN2004663191.jpg,"['Jacob Lawrence (September 7, 1917 – June 9, 2000) was an African-American painter known for his portrayal of African-American life. As well as a painter, storyteller, and interpreter, he was an educator. Lawrence referred to his style as ""dynamic cubism"", though by his own account the primary influence was not so much French art as the shapes and colors of Harlem.[1]  He brought the African-American experience to life using blacks and browns juxtaposed with vivid colors. He also taught and spent 16 years as a professor at the University of Washington.[2]\n']"
2125,Victor Vasarely,Victor Vasarely,/wiki/File:Question_book-new.svg,"['Victor Vasarely (French:\xa0[viktɔʁ vazaʁəli]; born Győző Vásárhelyi, Hungarian:\xa0[ˈvaːʃaːrhɛji ˈɟøːzøː]; ( 1906-04-09)9 April 1906[1] – ( 1997-03-15)15 March 1997), was a Hungarian-French artist, who is widely accepted as a ""grandfather"" and leader[2] of the op art movement.\n']"
2126,Sukhrob Kurbanov,Sukhrob Kurbanov,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2127,Arthur Segal,Arthur Segal,/wiki/File:Disambig_gray.svg,['Arthur Segal may refer to:\n']
2128,Pierre Matisse,Pierre Matisse,unfound,"['Pierre Matisse (June 13, 1900 – August 10, 1989) was a French born American art dealer active in New York City. He was the youngest child of French painter Henri Matisse.\n']"
2129,Zao Wou-Ki,Zao Wou-Ki,/wiki/File:Zaowouki12345.jpg,"['Zao Wou-Ki (pinyin: Zhào Wújí; Wade–Giles: Chao Wu-chi; 1 February 1920 – 9 April 2013[1]) was a Chinese-French painter. He was a member of the Académie des Beaux-Arts in Paris.[2] Zao Wou-Ki graduated from the China Academy of Art in Hangzhou, where he studied under Fang Ganmin and Wu Dayu.\n']"
2130,Don Eddy,Don Eddy,/wiki/File:NormanRockwell.jpeg,"['Don Eddy (born November 4, 1944)[1] is an American painter who gained initial fame as a photorealist; but his recent works have veered into the realm of metaphysics.[2]\n']"
2131,Ben Nicholson,Ben Nicholson,/wiki/File:Ben_Nicholson_by_Mabel_Pryde.jpg,"['Benjamin Lauder Nicholson, OM (10 April 1894\xa0– 6 February 1982) was an English painter of abstract compositions (sometimes in low relief), landscape and still-life.\n']"
2132,Francesco Clemente,Francesco Clemente,/wiki/File:Michael_Avedon_Francesco_Clemente.jpg,"['Francesco Clemente (born 23 March 1952) is an Italian contemporary artist. He has lived at various times in Italy, in India, and in New York City. Some of his work is influenced by the traditional art and culture of India.[1] He has worked in various artistic media including drawing, fresco, graphics, mosaic, oils and sculpture.[2] He was among the principal figures in the Italian Transavanguardia movement of the 1980s, which was characterised by a rejection of Formalism and conceptual art and a return to figurative art and Symbolism.[3]\n']"
2133,Robert Rauschenberg,Robert Rauschenberg,/wiki/File:Robert_Rauschenberg_(1968).jpg,"['Milton Ernest ""Robert"" Rauschenberg (October 22, 1925 – May 12, 2008) was an American painter and graphic artist whose early works anticipated the pop art movement. Rauschenberg is well known for his ""combines"" of the 1950s, in which non-traditional materials and objects were employed in various combinations. Rauschenberg was both a painter and a sculptor, and the combines are a combination of the two, but he also worked with photography, printmaking, papermaking and performance.[1][2]\n']"
2134,Manierre Dawson,Manierre Dawson,/wiki/File:Brooklyn_Museum_-_Xdx_-_Manierre_Dawson_-_overall.jpg,"['Manierre Dawson (December 22, 1887- August 15, 1969) was an American painter and sculptor.  A precocious and ceaseless experimenter, Dawson independently developed stylistic and material innovations that rivaled his most progressive contemporaries.[according to whom?]\n']"
2135,Jaune Quick-to-See Smith,Jaune Quick–to–See Smith,unfound,"['Jaune Quick–to–See Smith (born 1940), a self-described cultural arts worker, is a Native American visual artist and curator. An enrolled member of the Confederated Salish and Kootenai Tribes, Smith is also of Métis and Shoshone descent. She is also an art educator, art advocate, and political activist. Prolific in her long career, her work draws from a Native worldview and comments on American Indian identity, histories of oppression, and environmental issues.\n']"
2136,Gazbia Sirry,Gazbia Sirry,unfound,['Gazbia Sirry (Arabic: جاذبية سري\u200e) (born 1925) is an Egyptian painter.\n']
2137,Betty Woodman,Betty Woodman,unfound,"['Elizabeth ""Betty"" Woodman (née Abrahams; May 14, 1930 – January 2, 2018) was an American ceramic artist.\n', 'Bibliography\n']"
2138,Paul Ranson,Paul Ranson,/wiki/File:Portr%C3%A4t_Paul_Ranson.jpg,"['Paul Ranson (March 29, 1864 – February 20, 1909) was a French painter and writer.[1]\n']"
2139,Judit Reigl,Judit Reigl,/wiki/File:Judit_Reigl.jpg,"['Judit Reigl (born Judit Némedy, May 1, 1923) is a Hungarian painter living in France.\n']"
2140,Pat Steir,Pat Steir,/wiki/File:Pat_Steir.JPG,"['Pat Steir (born 1940) is an American painter and printmaker. Her early work was loosely associated with conceptual art and minimalism, however, she is best known for her abstract dripped, splashed and poured ""Waterfall"" paintings, which she started in the 1980s, and for her later site-specific wall drawings.\n']"
2141,Joseph Mellor Hanson,Joseph Mellor Hanson,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2142,Cecily Brown,Cecily Brown,/wiki/File:Cecily_Brown_2012.jpg,"['Cecily Brown (born 1969) is a British painter. Her style displays the influence of a variety of painters, from Francisco de Goya, Willem de Kooning, Francis Bacon[1] and Joan Mitchell, to Old Masters like Rubens and Poussin, yet her works also present a distinctly female viewpoint.[2][3] Brown lives and works in New York City.[4][5]\n', 'Solo exhibitions include:[27]\n', 'Group shows include:[20]\n', 'Art fairs include:[20]\n']"
2143,Peter Sacks,Peter M. Sacks,unfound,['Peter M. Sacks (born 1950) is an expatriate South African painter living and working in the United States.\n']
2144,Algernon Newton RA,Algernon Newton RA,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2145,George Condo,George Condo,/wiki/File:Text_document_with_red_question_mark.svg,"['George Condo (born 1957 in Concord, New Hampshire) is an American contemporary visual artist working in the mediums of painting, drawing, sculpture and printmaking. He currently lives and works in New York City.  \n']"
2146,Sam Francis,Sam Francis,/wiki/File:Sam_Francis.jpg,"['Samuel Lewis Francis (June 25, 1923 – November 4, 1994) was an American painter and printmaker.\n']"
2147,Dennis Hopper,Dennis Hopper,/wiki/File:Dennis_Hopper_Cannes_2008.jpg,"['Dennis Lee Hopper (May 17, 1936 – May 29, 2010) was an American actor, filmmaker, photographer, and artist. He attended the Actors Studio, made his first television appearance in 1954, and soon after appeared alongside James Dean in Rebel Without a Cause (1955), and Giant (1956). In the next ten years he made a name in television, and by the end of the 1960s had appeared in several films. Hopper also began a prolific and acclaimed photography career in the 1960s.[1]\n']"
2148,Jenny Saville,Jenny Saville,/wiki/File:Torso_2_(Jenny_Saville_painting).jpg,"['Jenny Saville RA (born 7 May 1970) is a contemporary British painter and an original member of the Young British Artists.[1] She is known for her large-scale painted depictions of nude women. Saville has been credited with originating a new and challenging method of painting the female nude and reinventing figure painting for contemporary art. Saville works and lives in Oxford, England.[2]\n']"
2149,Amy Bennett,Amy Bennett,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2150,Richard Upton,Richard Upton,/wiki/File:None-100.gif,"['Richard Upton (born 1975)[2] is an Australian retired swimmer who won three medals in the 4 × 100 m freestyle relay at the World Championships in 1995, 1997, and 1998.[3]\n']"
2151,Al Loving,Al Loving,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2152,Sylvia Plimack Mangold,Sylvia Plimack Mangold,unfound,"['Sylvia Plimack Mangold (born September 18, 1938) is an American artist, painter, printmaker, and pastelist. She is known for her representational depictions of interiors and landscapes. She is the mother of film director and screenwriter James Mangold, and a musician Andrew Mangold.\n']"
2153,Rashid Rana,Rashid Rana,unfound,"['Rashid Rana (Urdu: راشد رانا\u200e) (born 1968) is one of the most prominent artists of his generation in Pakistan. Rana has been included in numerous exhibitions in Pakistan and abroad. He has worked over the past 15 years in a variety of mediums: abstractions on canvas, collaborations with a billboard painter, photographic/video performances, collages using found material, photo mosaics, photo sculptures, and large stainless steel works.[1]\n']"
2154,Radcliffe Bailey,Radcliffe Bailey,/wiki/File:Wiki_letter_w_cropped.svg,"['Radcliffe Bailey (born 1968)[1][2] is a contemporary American artist noted for mixed-media, paint, and sculpture works that explore African-American history.[3][4]He is currently based in Atlanta, Georgia.[5]\n']"
2155,Jenny Holzer,Jenny Holzer,/wiki/File:Jenny_holzer.jpg,"['Jenny Holzer (born July 29, 1950)[1] is an American neo-conceptual artist, based in Hoosick Falls, New York. The main focus of her work is the delivery of words and ideas in public spaces.[2]\n']"
2156,Chantal Joffe,Chantal Joffe,unfound,"['Chantal Joffe RA (born 5 October 1969) is an American-born English artist based in London.[1] Her often large-scale paintings generally depict women and children. In 2006, she received the prestigious Charles Wollaston Award from the Royal Academy.\n']"
2157,Nate Lowman,Nate Lowman,unfound,[]
2158,Donald Moffett,Donald Moffett,/wiki/File:MoffettTheDoubleHazard.jpeg,"['Donald Moffett (born January 20, 1955) is an American painter.\n']"
2159,Callum Innes,Callum Innes,unfound,"['Callum Innes (born 1962) is a Scottish abstract painter, a former Turner Prize nominee and winner of the Jerwood Painting Prize. He lives and works in Edinburgh, Scotland.\n']"
2160,Mattelson Marvin,Mattelson Marvin,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2161,Guillaume Voiriot,Guillaume Voiriot,/wiki/File:Guillaume_Voiriot.jpg,['Guillaume Voiriot (20 November 1712 – 9 December 1799[1]) was a French portrait painter.\n']
2162,Nasrollah Afjei,Nasrollah Afjei,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2163,Oscar Howe,Oscar Howe,unfound,"['Oscar Howe (Mazuha Hokshina or ""Trader Boy"", May 13, 1915 – October 7, 1983) was an Yanktonai Dakota artist from South Dakota, who became well known for his casein and tempera paintings.[1] He is credited with influencing contemporary Native American art, paving the way for future artists.[2] His art style is marked by bright color, dynamic motion and pristine lines.[3]\n']"
2164,Morris Hirshfield,Morris Hirshfield,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2165,Peter Hristoff,Peter Hristoff,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2166,Sohrab Sepehri,Sohrab Sepehri,/wiki/File:Question_book-new.svg,"[""Sohrab Sepehri (Persian: سهراب سپهری; October 7, 1928 – April 21, 1980) was a notable Iranian poet and a painter. He is considered to be one of the five most famous Iranian poets who have practiced modern poetry alongside Nima Youshij, Ahmad Shamlou, Mehdi Akhavan-Sales, and Forough Farrokhzad.[1] Sepehri's poems have been translated into several languages including; English, French, Spanish and Italian.[2][3]\n""]"
2167,Juan Rodríguez Juárez,Juan Rodríguez Juárez,/wiki/File:Juan_Rodr%C3%ADguez_Ju%C3%A1rez_-_Self-portrait_-_Google_Art_Project.jpg,"['Juan Rodríguez Juárez (b. Mexico City 1675 - d. 1728) was an artist in the Viceroyalty of New Spain.[1] He was a member of a Spanish family long noted for their accomplishments in the world of painting. His brother was Nicolás Rodríguez Juárez (1667 - 1734), who was like himself, an established painter in New Spain. He was the son of Antonio Rodríguez (1636–91), a notable Spanish painter. His maternal grandfather José Juárez (1617 - 1661) and maternal great great grandfather Luis Juárez (1585 - 1639) were also notable painters in Spanish history and prominent in the Baroque era.[2]\n']"
2168,Alma Thomas,Alma Thomas,/wiki/File:Alma_Thomas.jpg,"['Alma Woodsey Thomas (September 22, 1891 – February 24, 1978) was an African-American Expressionist painter and art educator best known for her colorful abstract paintings.[1] She lived and worked primarily in Washington, D.C. and The Washington Post described her as a force in the Washington Color School.[2] The Wall Street Journal describes her as a previously ""underappreciated artist"" who is more recently recognized for her ""exuberant"" works, noteworthy for their pattern, rhythm and color.[3] Thomas remains an influence to young and old as she was a cornerstone for the Fine Arts at Howard University, started a successful art career later in her life, and took major strides during times of segregation as an African-American female artist. Alma Thomas lived as a black female artist, yet encountered many difficulties. However, all these barriers still did not render her art related to racism and feminism. Her art form were seemingly about the accidental beauty and abstraction of colour.[4]\n']"
2169,Kevin Moss,Kevin Moss,/wiki/File:Australian-Labor-Party-stub.svg,[]
