,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id
1162,Le Nain,Antoine,Antoine Le Nain,1600      ,1648      ,1162
1163,Marzi,Bruno,Bruno Marzi,1908      ,1981      ,1163
1164,Giunti,Umberto,Umberto Giunti,1866      ,1970      ,1164
1165,Gaertner,Eduard,Eduard Gaertner,1801      ,1877      ,1165
1166,Rottmann,Carl,Carl Rottmann,1797      ,1850      ,1166
1167,Giaquinto,Corrado,Corrado Giaquinto,1703      ,1766      ,1167
1168,Carus,Carl Gustav,Carl Gustav Carus,1789      ,1869      ,1168
1169,Hansen,Constantin,Constantin Hansen,1804      ,1880      ,1169
1170,Isabey,Eugène,Eugène Isabey,1803      ,1886      ,1170
1171,Lundbye,Johan Thomas,Johan Thomas Lundbye,1818      ,1848      ,1171
1172,Rørbye,Martinus,Martinus Rørbye,1803      ,1848      ,1172
1173,Dahl,Johan Christian,Johan Christian Dahl,1788      ,1857      ,1173
1174,Zoffany,Johan Joseph,Johan Joseph Zoffany,1733      ,1810      ,1174
1175,Subleyras,Pierre Hubert,Pierre Hubert Subleyras,1699      ,1749      ,1175
1176,Leypold,Julius von,Julius von Leypold,1806      ,1874      ,1176
1177,Heinrich,August,August Heinrich,1794      ,1822      ,1177
1178,Blechen,Karl,Karl Blechen,1798      ,1840      ,1178
1179,Cels Jean-Michel,blank_,Cels Jean-Michel,1819      ,1894      ,1179
1180,Closson,Gilles-François-Joseph,Gilles-François-Joseph Closson,1796      ,1853      ,1180
1181,Constantin,Jean Antoine,Jean Antoine Constantin,1756      ,1844      ,1181
1182,Desgoffe Alexandre,blank_,Desgoffe Alexandre,1805      ,1882      ,1182
1183,Dillis,Johann Georg von,Johann Georg von Dillis,1759      ,1841      ,1183
1184,Fearnley,Thomas,Thomas Fearnley,1802      ,1842      ,1184
1185,Fleury Léon,blank_,Fleury Léon,1804      ,1858      ,1185
1186,Jones,Thomas,Thomas Jones,1742      ,1803      ,1186
1187,Leprince Robert-Léopold,blank_,Leprince Robert-Léopold,1800      ,1847      ,1187
1188,Lucas August,blank_,Lucas August,1803      ,1863      ,1188
1189,Bendz,Wilhelm,Wilhelm Bendz,1804      ,1832      ,1189
1190,Hummel,Johann Erdmann,Johann Erdmann Hummel,1769      ,1852      ,1190
1191,Reinhold Heinrich,blank_,Reinhold Heinrich,1788      ,1825      ,1191
1192,Ricois François-Edme,blank_,Ricois François-Edme,1795      ,1881      ,1192
1193,Söderberg Gustaf,blank_,Söderberg Gustaf,1799      ,1875      ,1193
1194,Töpffer,Wolfgang Adam,Wolfgang Adam Töpffer,1766      ,1847      ,1194
1195,Turpin de Crissé,Lancelot Théodore,Lancelot Théodore Turpin de Crissé,1782      ,1859      ,1195
1196,Sarazin de Belmont,Joséphine,Joséphine Sarazin de Belmont,1790      ,1870      ,1196
1197,Benouville,Jean-Achille,Jean-Achille Benouville,1815      ,1891      ,1197
1198,Biedermann,Johann Jakob,Johann Jakob Biedermann,1763      ,1830      ,1198
1199,French Painter,ca. 1825,ca. 1825 French Painter,1820      ,1830      ,1199
1200,Camuccini,Giovanni Battista,Giovanni Battista Camuccini,1819      ,1904      ,1200
1201,Koch,Joseph Anton,Joseph Anton Koch,1768      ,1839      ,1201
1202,Valentin de Boulogne,blank_,Valentin de Boulogne,1591      ,1632      ,1202
1203,Dubuisson,Alexandre,Alexandre Dubuisson,1805      ,1870      ,1203
1204,Dumax,Ernest-Joachim,Ernest-Joachim Dumax,1811      ,1900      ,1204
1205,Fielding,Thales,Thales Fielding,1793      ,1837      ,1205
1206,Frølich,Lorenz,Lorenz Frølich,1820      ,1908      ,1206
1207,Gille,Christian Friedrich,Christian Friedrich Gille,1805      ,1899      ,1207
1208,Gurlitt,Louis,Louis Gurlitt,1812      ,1897      ,1208
1209,Klein,Johann Adam,Johann Adam Klein,1792      ,1875      ,1209
1210,Kobell,Wilhelm von,Wilhelm von Kobell,1766      ,1853      ,1210
1211,Lapito,Louis-Auguste,Louis-Auguste Lapito,1803      ,1874      ,1211
1212,Lear,Edward,Edward Lear,1812      ,1888      ,1212
1213,Marstrand Wilhelm,blank_,Marstrand Wilhelm,1810      ,1873      ,1213
1214,Mongin,Antoine Pierre,Antoine Pierre Mongin,1762      ,1827      ,1214
1215,Morgenstern,Carl,Carl Morgenstern,1811      ,1893      ,1215
1216,Nerly,Friedrich,Friedrich Nerly,1807      ,1878      ,1216
1217,Palm,Gustav Wilhelm,Gustav Wilhelm Palm,1810      ,1890      ,1217
1218,Petersen,Vilhelm,Vilhelm Petersen,1812      ,1880      ,1218
1219,Petzholdt,Fritz,Fritz Petzholdt,1805      ,1838      ,1219
1220,Wallis,George Augustus,George Augustus Wallis,1770      ,1847      ,1220
1221,Faber Johann Joachim,blank_,Faber Johann Joachim,1778      ,1846      ,1221
1222,Bassano,Jacopo,Jacopo Bassano,1510      ,1592      ,1222
1223,Wheatley,Francis,Francis Wheatley,1747      ,1801      ,1223
1224,Frith,William Powell,William Powell Frith,1819      ,1909      ,1224
1225,Menzel,Adolph,Adolph Menzel,1815      ,1905      ,1225
1226,Gandolfi,Gaetano,Gaetano Gandolfi,1734      ,1802      ,1226
1227,Dieffenbach,Anton,Anton Dieffenbach,1831      ,1904      ,1227
1228,Tarchiani,Filippo,Filippo Tarchiani,1576      ,1645      ,1228
1229,Ugolino da Siena,blank_,Ugolino da Siena,1317      ,1349      ,1229
1230,Borgianni,Orazio,Orazio Borgianni,1578      ,1616      ,1230
1231,Gordigiani,Michele,Michele Gordigiani,1835      ,1909      ,1231
1232,Perino del Vaga,blank_,Perino del Vaga,1501      ,1547      ,1232
1233,Maffei,Francesco,Francesco Maffei,1605      ,1660      ,1233
1234,Nuvolone,Carlo Francesco,Carlo Francesco Nuvolone,1609      ,1662      ,1234
1235,Candid,Peter,Peter Candid,1548      ,1628      ,1235
1236,Lecomte du Nouÿ,Jean,Jean Lecomte du Nouÿ,1842      ,1923      ,1236
1237,Pavy,Philippe,Philippe Pavy,1860      ,1960      ,1237
1238,Loubon,Émile,Émile Loubon,1809      ,1863      ,1238
1239,Eckersberg,Christoffer Wilhelm,Christoffer Wilhelm Eckersberg,1783      ,1853      ,1239
1240,Hammershøi,Vilhelm,Vilhelm Hammershøi,1864      ,1916      ,1240
1241,Trevisani,Francesco,Francesco Trevisani,1656      ,1746      ,1241
1242,Leoni,Ottavio,Ottavio Leoni,1578      ,1630      ,1242
1243,Conte,Meiffren,Meiffren Conte,1625      ,1705      ,1243
1244,Esteve y Marques,Augustín,Augustín Esteve y Marques,1753      ,1820      ,1244
1245,Le Brun,Charles,Charles Le Brun,1619      ,1690      ,1245
1246,Doğançay,Burhan,Burhan Doğançay,1929      ,2013      ,1246
1247,Banisadr,Ali,Ali Banisadr,1976      ,2076      ,1247
1248,Houshiary,Shirazeh,Shirazeh Houshiary,1955      ,2055      ,1248
1249,Ossouli,Farah,Farah Ossouli,1953      ,2053      ,1249
1250,Grigorian,Marcos,Marcos Grigorian,1925      ,2007      ,1250
1251,Gulgee,Isma'il,Isma'il Gulgee,1926      ,2007      ,1251
1252,Abbassy,Samira,Samira Abbassy,1965      ,2065      ,1252
1253,Derakhshani,Reza,Reza Derakhshani,1952      ,2052      ,1253
1254,Ave,Fereydoun,Fereydoun Ave,1945      ,2045      ,1254
1255,Ehsaey,Seyed Mohammad,Seyed Mohammad Ehsaey,1939      ,2039      ,1255
1256,Mohassess,Ardeshir,Ardeshir Mohassess,1938      ,2008      ,1256
1257,Siena,Barna da,Barna da Siena,1350      ,1350      ,1257
1258,Bartolo di Fredi,blank_,Bartolo di Fredi,1353      ,1410      ,1258
1259,Niccolò di Buonaccorso,Workshop of,Workshop of Niccolò di Buonaccorso,1372      ,1388      ,1259
1260,Goodhart Ducciesque Master,blank_,Goodhart Ducciesque Master,1310      ,1330      ,1260
1261,da Pesaro,Giovanni Antonio,Giovanni Antonio da Pesaro,1437      ,1475      ,1261
1262,Osservanza Master,blank_,Osservanza Master,1425      ,1450      ,1262
1263,Sano di Pietro,blank_,Sano di Pietro,1405      ,1481      ,1263
1264,Ioni,Icilio Federico,Icilio Federico Ioni,1866      ,1946      ,1264
1265,Benvenuto di Giovanni,blank_,Benvenuto di Giovanni,1436      ,1518      ,1265
1266,Daddesco,Maestro,Maestro Daddesco,1320      ,1340      ,1266
1267,Botticelli,Workshop of,Workshop of Botticelli,1444      ,1510      ,1267
1268,Spinello Aretino,blank_,Spinello Aretino,1345      ,1410      ,1268
1269,Cione,Andrea di,Andrea di Cione,1315      ,1368      ,1269
1270,Jacopo di Cione,blank_,Jacopo di Cione,1355      ,1400      ,1270
1271,Bicci di Lorenzo,blank_,Bicci di Lorenzo,1373      ,1452      ,1271
1272,Neri di Bicci,blank_,Neri di Bicci,1419      ,1491      ,1272
1273,Master of Marradi,blank_,Master of Marradi,1475      ,1525      ,1273
1274,Alesso di Benozzo,blank_,Alesso di Benozzo,1473      ,1528      ,1274
1275,Lorenzo Veneziano,blank_,Lorenzo Veneziano,1356      ,1372      ,1275
1276,Master of Forlì,blank_,Master of Forlì,1300      ,1350      ,1276
1277,di Maestro Antonio,blank_,di Maestro Antonio,1472      ,1510      ,1277
1278,Carlevaris,Luca,Luca Carlevaris,1663      ,1730      ,1278
1279,Cimaroli,Giambattista,Giambattista Cimaroli,1682      ,1757      ,1279
1280,Guardi,Francesco,Francesco Guardi,1732      ,1793      ,1280
1281,Maestro delle Storie del Pane,blank_,Maestro delle Storie del Pane,1470      ,1500      ,1281
1282,Italian,Lombard,Lombard Italian,Unknown,Unknown,1282
1283,Master of the Dominican Effigies,blank_,Master of the Dominican Effigies,1325      ,1355      ,1283
1284,Antonio del Massaro da Viterbo,blank_,Antonio del Massaro da Viterbo,1445      ,1521      ,1284
1285,Italian,Neapolitan Follower of Giotto,Neapolitan Follower of Giotto Italian,Unknown,Unknown,1285
1286,Baronzio,Giovanni,Giovanni Baronzio,1325      ,1349      ,1286
1287,Master of Saint Francis,blank_,Master of Saint Francis,1250      ,1275      ,1287
1288,Puccio di Simone,blank_,Puccio di Simone,1340      ,1362      ,1288
1289,Niccolò Alunno,blank_,Niccolò Alunno,1561      ,1502      ,1289
1290,Italian Painter,of uncertain date,of uncertain date Italian Painter,Unknown,Unknown,1290
1291,Mantegna,Andrea,Andrea Mantegna,Unknown,Unknown,1291
1292,Master of Frankfurt,blank_,Master of Frankfurt,1491      ,1515      ,1292
1293,Netherlandish Painter,second half of 16th century,second half of 16th century Netherlandish Painter,1550      ,1599      ,1293
1294,Netherlandis,blank_,Netherlandis,1525      ,1549      ,1294
1295,Dutch,17th century,17th century Dutch,1600      ,1699      ,1295
1296,Marmion,Simon,Simon Marmion,1425      ,1489      ,1296
1297,Netherlandish or French,blank_,Netherlandish or French,1475      ,1480      ,1297
1298,Hey,Jean,Jean Hey,1475      ,1499      ,1298
1299,Master of Saint Giles,blank_,Master of Saint Giles,1475      ,1550      ,1299
1300,Corneille de Lyon,Attributed to,Attributed to Corneille de Lyon,1533      ,1575      ,1300
1301,Master of the Munich Bavarian Panels,blank_,Master of the Munich Bavarian Panels,Unknown,Unknown,1301
1302,Master H.A. or A.H.,blank_,Master H.A. or A.H.,1520      ,1530      ,1302
1303,Dutch,about 1640–50,about 1640–50 Dutch,1640      ,1650      ,1303
1304,Velázquez,Diego Rodríguez de Silva y,Diego Rodríguez de Silva y Velázquez,1599      ,1660      ,1304
1305,Hauer,Jean Jacques,Jean Jacques Hauer,1751      ,1829      ,1305
1306,Cross,Henri-Edmond,Henri-Edmond Cross,1856      ,1910      ,1306
1307,Guillaumin,Armand,Armand Guillaumin,1841      ,1927      ,1307
1308,Trouillebert,Paul-Désiré,Paul-Désiré Trouillebert,1829      ,1900      ,1308
1309,Netherlandish,blank_,Netherlandish,1545      ,1555      ,1309
1310,Bulgarini,Bartolomeo,Bartolomeo Bulgarini,1337      ,1378      ,1310
1311,Barna da Siena,blank_,Barna da Siena,1325      ,1375      ,1311
1312,Bonnard,Pierre,Pierre Bonnard,1867      ,1947      ,1312
1313,Braque,Georges,Georges Braque,1882      ,1963      ,1313
1314,Chagall,Marc,Marc Chagall,1887      ,1985      ,1314
1315,Derain,André,André Derain,1880      ,1954      ,1315
1316,d'Espagnat Georges,blank_,d'Espagnat Georges,1870      ,1950      ,1316
1317,Loiseau,Gustave,Gustave Loiseau,1865      ,1935      ,1317
1318,Vuillard,Édouard,Édouard Vuillard,1868      ,1940      ,1318
1319,Marquet,Albert,Albert Marquet,1875      ,1947      ,1319
1320,Matisse,Henri,Henri Matisse,1869      ,1954      ,1320
1321,Rouault,Georges,Georges Rouault,1871      ,1958      ,1321
1322,Utrillo,Maurice,Maurice Utrillo,1883      ,1955      ,1322
1323,Valtat,Louis,Louis Valtat,1869      ,1952      ,1323
1324,Villon,Jacques,Jacques Villon,1875      ,1963      ,1324
1325,Vlaminck,Maurice de,Maurice de Vlaminck,1876      ,1958      ,1325
1326,Italian [Tuscan] Painter,first quarter of 14th century,first quarter of 14th century Italian [Tuscan] Painter,1300      ,1324      ,1326
1327,Balthus,blank_,Balthus,1908      ,2001      ,1327
1328,Pietro di Giovanni d'Ambrogio,blank_,Pietro di Giovanni d'Ambrogio,1410      ,1449      ,1328
1329,van Dongen,Kees,Kees van Dongen,1877      ,1968      ,1329
1330,Rego Monteiro,Vicente do,Vicente do Rego Monteiro,1899      ,1970      ,1330
1331,Dyf,Marcel,Marcel Dyf,Unknown,Unknown,1331
1332,Bezombes,Roger,Roger Bezombes,1913      ,1994      ,1332
1333,Edzard,Dietz,Dietz Edzard,1893      ,1963      ,1333
1334,André,Albert,Albert André,1869      ,1954      ,1334
1335,Pignon,Edouard,Edouard Pignon,1905      ,1993      ,1335
1336,Ruiz Cristóbal Attributed to,blank_,Ruiz Cristóbal Attributed to,Unknown,Unknown,1336
1337,Canevari,Carlo,Carlo Canevari,1922      ,1996      ,1337
1338,Sinko,Armand,Armand Sinko,1934      ,2012      ,1338
1339,Westchiloff,Constantin Alexandrovitch,Constantin Alexandrovitch Westchiloff,1877      ,1945      ,1339
1340,Legueult,Raymond,Raymond Legueult,1898      ,1971      ,1340
1341,Kulkarni Dattatray Gundo,blank_,Kulkarni Dattatray Gundo,1921      ,1992      ,1341
1342,Ambille Paul,blank_,Ambille Paul,Unknown,Unknown,1342
1343,Romero,Pepe,Pepe Romero,Unknown,Unknown,1343
1344,French or American,blank_,French or American,Unknown,Unknown,1344
1345,Brayer,Yves,Yves Brayer,Unknown,Unknown,1345
1346,Alechinsky,Pierre,Pierre Alechinsky,1927      ,2027      ,1346
1347,Terechkovitch,blank_,Terechkovitch,Unknown,Unknown,1347
1348,Bauchant André,blank_,Bauchant André,1873      ,1958      ,1348
1349,Valore,Lucy,Lucy Valore,1878      ,1965      ,1349
1350,Grau-Sala,Emil,Emil Grau-Sala,1911      ,1975      ,1350
1351,American Painter,blank_,American Painter,1807      ,1859      ,1351
1352,Sánchez,Samuel,Samuel Sánchez,Unknown,Unknown,1352
1353,Valadon,Suzanne,Suzanne Valadon,1865      ,1938      ,1353
1354,Eisenschitz,Willy,Willy Eisenschitz,1875      ,1980      ,1354
1355,Brasilier,André,André Brasilier,1929      ,Unknown,1355
1356,Rohner George,blank_,Rohner George,1913      ,2000      ,1356
1357,Hugo,Jean,Jean Hugo,1894      ,1987      ,1357
1358,Palencia,Benjamín,Benjamín Palencia,1894      ,1980      ,1358
1359,Vertès Marcel,blank_,Vertès Marcel,1895      ,1961      ,1359
1360,Ram,Domingo,Domingo Ram,1464      ,1507      ,1360
1361,Master of Belmonte,blank_,Master of Belmonte,1455      ,1490      ,1361
1362,Master of Saint Augustine,blank_,Master of Saint Augustine,1485      ,1495      ,1362
1363,Master of the Codex of Saint George,blank_,Master of the Codex of Saint George,1310      ,1335      ,1363
1364,Niccolò di Tommaso,blank_,Niccolò di Tommaso,1343      ,1376      ,1364
1365,Rothenstein,William,William Rothenstein,1872      ,1945      ,1365
1366,Bellows,George,George Bellows,1882      ,1925      ,1366
1367,Dougherty,Paul,Paul Dougherty,1877      ,1947      ,1367
1368,Speicher,Eugene,Eugene Speicher,1883      ,1962      ,1368
1369,Steichen,Edward J.,Edward J. Steichen,1879      ,1973      ,1369
1370,Lie,Jonas,Jonas Lie,1880      ,1940      ,1370
1371,Orpen,William,William Orpen,1878      ,1931      ,1371
1372,Kent,Rockwell,Rockwell Kent,1882      ,1971      ,1372
1373,Chapman,Charles Shepard,Charles Shepard Chapman,1879      ,1962      ,1373
1374,Albers,Josef,Josef Albers,1888      ,1976      ,1374
1375,Chirico,Giorgio de,Giorgio de Chirico,1888      ,1978      ,1375
1376,Nolde,Emil,Emil Nolde,1867      ,1956      ,1376
1377,Picasso,Pablo,Pablo Picasso,1881      ,1973      ,1377
1378,Stamos,Theodoros,Theodoros Stamos,1922      ,1997      ,1378
1379,Avedisian,Edward,Edward Avedisian,1936      ,2007      ,1379
1380,Goldberg,Chaim,Chaim Goldberg,1917      ,2004      ,1380
1381,Marca-Relli,Conrad,Conrad Marca-Relli,1913      ,2000      ,1381
1382,Kupka,František,František Kupka,1871      ,1957      ,1382
1383,Dickinson,Preston,Preston Dickinson,1889      ,1930      ,1383
1384,Rothko,Mark,Mark Rothko,1903      ,1970      ,1384
1385,Smith,Leon Polk,Leon Polk Smith,1906      ,1996      ,1385
1386,Lockwood,Ward,Ward Lockwood,1894      ,1963      ,1386
1387,Schumacher,Emil,Emil Schumacher,1912      ,1999      ,1387
1388,Sugai,Kumi,Kumi Sugai,1919      ,1996      ,1388
1389,Stella,Frank,Frank Stella,1936      ,2036      ,1389
1390,Diebenkorn,Richard,Richard Diebenkorn,1922      ,1993      ,1390
1391,Hockney,David,David Hockney,1937      ,2037      ,1391
1392,Hartung,Hans,Hans Hartung,1904      ,1989      ,1392
1393,Grigoriev,Boris,Boris Grigoriev,1886      ,1939      ,1393
1394,Shoukhaiev,Vasili,Vasili Shoukhaiev,1887      ,1973      ,1394
1395,Kustodiev,Boris Mikhailovich,Boris Mikhailovich Kustodiev,1878      ,1927      ,1395
1396,Mashkov,Ilya,Ilya Mashkov,1881      ,1944      ,1396
1397,Kelly,Ellsworth,Ellsworth Kelly,1923      ,2015      ,1397
1398,Fussmann,Klaus,Klaus Fussmann,1938      ,2038      ,1398
1399,Guston,Philip,Philip Guston,1913      ,1980      ,1399
1400,Sills,Thomas,Thomas Sills,1914      ,2000      ,1400
1401,Fosburgh,James Whitn,James Whitn Fosburgh,1910      ,1978      ,1401
1402,Parker,Raymond,Raymond Parker,1922      ,1990      ,1402
1403,Osorio,Carlos,Carlos Osorio,1927      ,1984      ,1403
1404,Dzubas,Friedel,Friedel Dzubas,1915      ,1994      ,1404
1405,Vicente,Esteban,Esteban Vicente,1903      ,2001      ,1405
1406,Poons,Larry,Larry Poons,1937      ,2037      ,1406
1407,Davis,Gene,Gene Davis,1920      ,1985      ,1407
1408,Brodie,Gandy,Gandy Brodie,1924      ,1975      ,1408
1409,Drummond,Sally Hazel,Sally Hazel Drummond,1924      ,2024      ,1409
1410,Tchelitchew,Pavel,Pavel Tchelitchew,1898      ,1957      ,1410
1411,Noland,Kenneth,Kenneth Noland,1924      ,2010      ,1411
1412,Christensen,Dan,Dan Christensen,1942      ,2007      ,1412
1413,Sander,Ludwig,Ludwig Sander,1906      ,1975      ,1413
1414,Whitten,Jack,Jack Whitten,1939      ,2039      ,1414
1415,Olitski,Jules,Jules Olitski,1922      ,2007      ,1415
1416,Newman,Barnett,Barnett Newman,1905      ,1970      ,1416
1417,Brooks,James,James Brooks,1906      ,1992      ,1417
1418,Gottlieb,Adolph,Adolph Gottlieb,1903      ,1974      ,1418
1419,De Kooning,Willem,Willem De Kooning,1904      ,1997      ,1419
1420,Avery,Milton,Milton Avery,1885      ,1965      ,1420
1421,Hendler,Maxwell,Maxwell Hendler,1938      ,2038      ,1421
1422,Hennessy,Richard,Richard Hennessy,1941      ,2041      ,1422
1423,Wyeth,N C,N C Wyeth,1882      ,1945      ,1423
1424,Hofmann,Hans,Hans Hofmann,1880      ,1966      ,1424
1425,Liberman,Alexander,Alexander Liberman,1912      ,1999      ,1425
1426,Knaths,Karl,Karl Knaths,1891      ,1971      ,1426
1427,Picco,Charles,Charles Picco,1904      ,Unknown      ,1427
1428,Bolotowsky,Ilya,Ilya Bolotowsky,1907      ,1981      ,1428
1429,Munnings,Alfred,Alfred Munnings,1878      ,1959      ,1429
1430,John,Gwen,Gwen John,1876      ,1939      ,1430
1431,Held,Al,Al Held,1928      ,2005      ,1431
1432,Porter,Fairfield,Fairfield Porter,1907      ,1975      ,1432
1433,Bannard,Walter Darby,Walter Darby Bannard,1934      ,2016      ,1433
1434,Louis,Morris,Morris Louis,1912      ,1962      ,1434
1435,Carles,Arthur B,Arthur B Carles,1882      ,1952      ,1435
1436,Reinhardt,Ad,Ad Reinhardt,1913      ,1967      ,1436
1437,Mason,Alice Trumbull,Alice Trumbull Mason,1904      ,1971      ,1437
1438,Mclaughlin,John,John Mclaughlin,1898      ,1976      ,1438
1439,Thompson,Bob,Bob Thompson,1937      ,1966      ,1439
1440,Still,Clyfford,Clyfford Still,1904      ,1980      ,1440
1441,Warhol,Andy,Andy Warhol,1928      ,1987      ,1441
1442,Dewasne,Jean,Jean Dewasne,1921      ,1999      ,1442
1443,Baziotes,William,William Baziotes,1912      ,1963      ,1443
1444,Budd,David,David Budd,1927      ,1991      ,1444
1445,Auerbach,Frank,Frank Auerbach,1931      ,2031      ,1445
1446,Wilson,Jane,Jane Wilson,1924      ,2015      ,1446
1447,Freilicher,Jane,Jane Freilicher,1924      ,2014      ,1447
1448,Blaine,Nell,Nell Blaine,1922      ,1996      ,1448
1449,Pearlstein,Philip,Philip Pearlstein,1924      ,2024      ,1449
1450,Delvaux,Paul,Paul Delvaux,1897      ,1994      ,1450
1451,Day,John,John Day,1932      ,1982      ,1451
1452,Hirsch,Joseph,Joseph Hirsch,1910      ,1981      ,1452
1453,Woodruff,Hale,Hale Woodruff,1900      ,1980      ,1453
1454,Zox,Larry,Larry Zox,1937      ,2006      ,1454
1455,Kulicke,Robert,Robert Kulicke,1924      ,2007      ,1455
1456,Ross,Clifford,Clifford Ross,1952      ,2052      ,1456
1457,Katz,Alex,Alex Katz,1927      ,2027      ,1457
1458,Greene,Gertrude Glas,Gertrude Glas Greene,1904      ,1956      ,1458
1459,Nicholson,William,William Nicholson,1872      ,1949      ,1459
1460,Welliver,Neil,Neil Welliver,1929      ,2005      ,1460
1461,Belmont,I J,I J Belmont,1885      ,1964      ,1461
1462,Kahn,Wolf,Wolf Kahn,1927      ,2027      ,1462
1463,Gilliam,Sam,Sam Gilliam,1933      ,2033      ,1463
1464,Zorach,William,William Zorach,1889      ,1966      ,1464
1465,Zorach,Marguerite,Marguerite Zorach,1887      ,1968      ,1465
1466,Lanigan-Schmidt,Thom,Thom Lanigan-Schmidt,1942      ,2042      ,1466
1467,Guevara,Meraud,Meraud Guevara,1904      ,1993      ,1467
1468,Brown,Frederick J,Frederick J Brown,1945      ,2012      ,1468
1469,Seliger,Charles,Charles Seliger,1926      ,2009      ,1469
1470,Gatch,Lee,Lee Gatch,1902      ,1968      ,1470
1471,Soyer,Raphael,Raphael Soyer,1899      ,1987      ,1471
1472,Dine,Jim,Jim Dine,1935      ,2035      ,1472
1473,Rouan,Francois,Francois Rouan,1943      ,2043      ,1473
1474,Flack,Audrey,Audrey Flack,1931      ,2031      ,1474
1475,Botton,Jean Isy de,Jean Isy de Botton,1898      ,1978      ,1475
1476,Kuhn,Walt,Walt Kuhn,1877      ,1949      ,1476
1477,Golubov,Maurice,Maurice Golubov,1905      ,1987      ,1477
1478,Morley,Malcolm,Malcolm Morley,1931      ,2031      ,1478
1479,Resnick,Milton,Milton Resnick,1917      ,2004      ,1479
1480,Baber,Alice,Alice Baber,1928      ,1982      ,1480
1481,Thomas,Gwenn,Gwenn Thomas,1945      ,2045      ,1481
1482,Brandt,Warren,Warren Brandt,1918      ,2002      ,1482
1483,Ashbaugh,Dennis,Dennis Ashbaugh,1946      ,2046      ,1483
1484,Lichtenstein,Roy,Roy Lichtenstein,1923      ,1997      ,1484
1485,Witek,Joan,Joan Witek,1943      ,2043      ,1485
1486,Bowling,Frank,Frank Bowling,1936      ,2036      ,1486
1487,Bailey,Malcolm,Malcolm Bailey,1947      ,2011      ,1487
1488,Clarke,John Clem,John Clem Clarke,1937      ,2037      ,1488
1489,Baynard,Ed,Ed Baynard,1940      ,2040      ,1489
1490,Rockwell,Norman,Norman Rockwell,1894      ,1978      ,1490
1491,Kelly,Leon,Leon Kelly,1901      ,1982      ,1491
1492,Anuszkiewicz,Richard,Richard Anuszkiewicz,1930      ,2030      ,1492
1493,Spencer,Stanley,Stanley Spencer,1891      ,1959      ,1493
1494,Andrews,Michael,Michael Andrews,1928      ,1995      ,1494
1495,Grant,Duncan,Duncan Grant,1885      ,1978      ,1495
1496,Snyder,Joan,Joan Snyder,1940      ,2040      ,1496
1497,Buckley,Stephen,Stephen Buckley,1944      ,2044      ,1497
1498,Ohlson,Doug,Doug Ohlson,1936      ,2010      ,1498
1499,Berea,Dimitrie,Dimitrie Berea,1908      ,1975      ,1499
1500,Honig,Mervin,Mervin Honig,1920      ,1990      ,1500
1501,Halpert,Samuel,Samuel Halpert,1884      ,1930      ,1501
1502,Jensen,Bill,Bill Jensen,1945      ,2045      ,1502
1503,Kaish,Luise,Luise Kaish,1925      ,2013      ,1503
1504,Barnet,Will,Will Barnet,1911      ,2012      ,1504
1505,Davis,Stuart,Stuart Davis,1892      ,1964      ,1505
1506,Neel,Alice,Alice Neel,1900      ,1984      ,1506
1507,Hoff,Margo,Margo Hoff,1912      ,2008      ,1507
1508,Renouf,Edda,Edda Renouf,1943      ,2043      ,1508
1509,Shulman,Morris,Morris Shulman,1912      ,1978      ,1509
1510,Dubuffet,Jean,Jean Dubuffet,1901      ,1985      ,1510
1511,Harari,Hananiah,Hananiah Harari,1912      ,2000      ,1511
1512,Drewes,Werner,Werner Drewes,1899      ,1985      ,1512
1513,Bowden,Harry,Harry Bowden,1907      ,1965      ,1513
1514,Jones,Lois Mailou,Lois Mailou Jones,1905      ,1998      ,1514
1515,Nahas,Nabil,Nabil Nahas,1949      ,2049      ,1515
1516,Stael,Nicolas De,Nicolas De Stael,1914      ,1955      ,1516
1517,Burliuk,David,David Burliuk,1882      ,1967      ,1517
1518,Hartigan,Grace,Grace Hartigan,1922      ,2008      ,1518
1519,Swain,Robert,Robert Swain,1940      ,2040      ,1519
1520,Wurmfeld,Sanford,Sanford Wurmfeld,1942      ,2042      ,1520
1521,Schrag,Karl,Karl Schrag,1912      ,1995      ,1521
1522,Helion,Jean,Jean Helion,1904      ,1987      ,1522
1523,Chatterton,C K,C K Chatterton,1880      ,1973      ,1523
1524,Jacquette,Yvonne,Yvonne Jacquette,1934      ,2034      ,1524
1525,Pollock,Jackson,Jackson Pollock,1912      ,1956      ,1525
1526,Lau,Rex,Rex Lau,1947      ,2047      ,1526
1527,Man Ray,blank_,Man Ray,1890      ,1976      ,1527
1528,Tansey,Mark,Mark Tansey,1949      ,2049      ,1528
1529,Torres,Horacio,Horacio Torres,1924      ,1976      ,1529
1530,Edlich,Stephen,Stephen Edlich,1944      ,1989      ,1530
1531,Kitaj,R.B.,R.B. Kitaj,1932      ,2007      ,1531
1532,Ting,Walasse,Walasse Ting,1929      ,2010      ,1532
1533,Gillespie,Gregory,Gregory Gillespie,1936      ,2000      ,1533
1534,Pippin,Horace,Horace Pippin,1888      ,1946      ,1534
1535,Pousette-Dart,Richard,Richard Pousette-Dart,1916      ,1992      ,1535
1536,Rosenquist,James,James Rosenquist,1933      ,2033      ,1536
1537,David,Michael,Michael David,1954      ,2054      ,1537
